operation_id,operation_name,location_address,corrected_date,narrative,county,number_descriptions ,technical_assistance,operation_type
143937,The Palace Academy/Childrens Palace,1014 N 9TH ST  MIDLOTHIAN TX- 76065 2302,3/2/16,This standard was reviewed due to an investigation and was found to be deficient. Children were being disciplined inappropriately.,ELLIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
113763,Honey Bee Day Care Center,615 W MARSHALL DR  GRAND PRAIRIE TX- 75051 2840,3/3/16,A caregiver used prohibited punishment to discipline children in her care.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1188680,Odyssey Early Learning of Calallen,15114 NORTHWEST BLVD  CORPUS CHRISTI TX- 78410 5724,3/3/16,"Based on information gathered, a caregiver swatted a child on the bottom as a method of discipline. This was verified with surveillance video.",NUECES,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
97091,Trinity Lutheran Child Development Center,2001 HUNTER ST  TYLER TX- 75701 4828,3/3/16,A teacher slapped a child in her care. This staff person was dismissed.,SMITH,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1171383,Evangelistic Temple Learning Center,3011 N LOOP 256  PALESTINE TX- 75803 9072,3/3/17,While at the operation video footage of the incident was obtained. The caregiver was seen pulling a child across the floor forcefully by his arm and placing him in time out.,ANDERSON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
337081,Westover Hills Learning Center,9340 WESTOVER HILLS BLVD  SAN ANTONIO TX- 78251 2703,3/3/17,"A caregiver in the Young 4s classroom, picked up a child by the arms and moved the child on a different spot roughly. Also, the caregiver picked up another child by arm forcefully and took the child to another classroom.",BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
94244,Jack and Jen Child Care Center,123 S MCKOWN AVE  SHERMAN TX- 75092 7413,3/4/16,This standard was evaluated as part of an investigation and found to be deficient. Based on information obtained during the course of the investigation it was determined that a caregiver is inappropriately disciplining children by spanking.,GRAYSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1111716,New Faith Church Early Childhood Development Center,4315 W FUQUA ST  HOUSTON TX- 77045 6203,3/4/16,"Based upon the information obtained during the investigation, prohibited punishment was found to be used on a child in care.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
354892,Greater Waco Early Education Center,910 E LOOP 340  WACO TX- 76705 3452,3/6/17,During an investigation it was found that a child was neglected in care.,MCLENNAN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1211729,Hershey's Angels 24/7 Child Care,7630 SANFORD RD  HOUSTON TX- 77071 2111,3/6/17,"Based on information obtained, there is sufficient evidence that inappropriate discipline was used at the operation.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
306971,Kiddie Kottage,805 CHERRY ST  GRAHAM TX- 76450 3505,3/6/17,The investigation concludes a child was physically abused by a staff member.,YOUNG,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
201708,San Juan II Head Start Center,601 E EARLING RD  SAN JUAN TX- 78589 4580,3/7/17,"Based on the information gathered during this investigation, it was determined that a caregiver used inappropriate discipline with a child by grabbing the child's own hand to hit the other hand.",HIDALGO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
915766,East Side Christian Academy,400 ACADEMY ST  RUSK TX- 75785 2020,3/8/16,"During the course of the investigation it was determined that the caregiver pulled a child by their arm, picked the child up and slammed the child on the ground causing  the child to do a face plant.",CHEROKEE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
915766,East Side Christian Academy,400 ACADEMY ST  RUSK TX- 75785 2020,3/8/16,A caregiver slammed a child to the ground causing the child to obtain an injury to the child's head.,CHEROKEE,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1260196,Children's Universe of Lake Conroe,14545 HIGHWAY 105 W  CONROE TX- 77304 4761,3/8/17,"Based on information obtained, there is sufficient evidence to conclude that a child was abused while in care at the operation.",MONTGOMERY,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
98728,Windcrest Day School and Child Development Center,8101 MIDCROWN DR  WINDCREST TX- 78239 2536,3/8/17,Based on the information gathered two caregivers in the three and four year old classroom  hit at least two children in care with their hands.,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1165875,Bright Horizons at Nissan,8900 FREEPORT PKWY  IRVING TX- 75063 2409,3/9/17,"Based on information obtained, a caregiver inappropriately disciplined children.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
553709,Academic Romper Room Child Development Center,13712 WALTERS RD STE 110 HOUSTON TX- 77014 2754,3/10/16,"A child at the operation was neglectfully supervised, and left on a van unattended for approximately 1 1/2 hours.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
131584,Bear Creek Childrens Center,101 E BEAR CREEK RD  GLENN HEIGHTS TX- 75154 8201,3/10/16,This standard was reviewed due to an investigation and was found to be deficient. Caregivers are squeezing the children faces when they get in trouble.,DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
548790,Alphabet Alley Learning Center,1101 E BROWN ST  LLANO TX- 78643 2401,3/10/17,Information obtained during the investigation indicated that there was a violation of The Minimum Standard Rules when a caregiver used an inappropriate discipline technique.,LLANO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1155265,Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,3/10/17,It was determined after the investigation that  two children made an outcry that they were spanked by their caregiver with a hand on their bottoms.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
202667,Peggys Child Care Inc.,2118 E 13TH ST  DEER PARK TX- 77536 2878,3/10/17,Based on the information obtained there is sufficient evidence to prove that a child in care was inappropriately disciplined.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
116808,Promise Land Day Care Center,13229 HIGHWAY 105 W  CONROE TX- 77304 1585,3/10/17,"Based on information obtained, there is sufficent evidence to support that a caregiver ""popped"" a child on the hand to discipline the child from not biting.",MONTGOMERY,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
788328,Suzannes Early Childhood Development Center,622 FREETOWN RD  GRAND PRAIRIE TX- 75051 3951,3/10/17,It was determined after the investigation that the caregiver did neglect a child that was found by a by stranger on outside of the daycare.,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
761128,Kids Place at Grace,6301 YORKTOWN BLVD  CORPUS CHRISTI TX- 78414 5805,3/11/16,"Based on information gathered, a child left the operation unsupervised and was at risk of being hit by a vehicle, wandering away or being abducted.",NUECES,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1114748,A 2 Z Learning Center,1323 S MAIN ST  DUNCANVILLE TX- 75137 3209,3/13/17,This standard was tasked as it relates to the investigation: based on the information provided this standard is deficient.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
167217,Ms Lorries Learning Center,409 S PEAR ST AND 915 BELL ST  FREDERICKSBURG TX- 78624 4743,3/13/17,It was determined that caregivers can be heard using harsh tones and yelling at the children. Candy is also being given as a type of reward to the children.,GILLESPIE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1247612,The Kids Depot Early Learning Center (Creekside),1825 SAYERS ST  LUFKIN TX- 75904 1150,3/13/17,Prohibited punishments were used at the operation as an employee of the operation pinched children's ears to make children go to time out and to make them get back in to line.,ANGELINA,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1238325,Champions Learning Academy,17155 OLD LOUETTA RD  HOUSTON TX- 77070 1800,3/14/17,"Based on information obtained, there is sufficient evidence to support that a child was neglected while on a field trip. The caregivers neglected to adequately supervise the child in care.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
605148,Children's Kingdom Learning Center and Youth Academy,2111 WYOMING AVE  EL PASO TX- 79903 3508,3/14/17,There is a preponderance of the evidence to support the documented circumstances met the criteria of Neglect as defined in the Texas Family Code Section 261.401 and further defined in the Texas Administrative Code 745.8559.     A child was left unattended in a day care bus by two day care employees.  The caregivers were unaware the child had been left in the vehicle for approximately one hour.,EL PASO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
293886,Hill Country Day School a Ministry of Hill Country Church,31375 FM 3351 S  FAIR OAKS RANCH TX- 78006 6019,3/14/17,It was determined that a caregiver is using harsh and unusual punishments on children by yelling at them and not using positive guidance during potty training and during naptime.,KENDALL,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
261046,Jeanettes Little Haven Christian Academy,7110 HOLLY HILL DR  DALLAS TX- 75231 5207,3/14/17,This standard was evaluated as part of an investigation. Based on interviews it was determined that this standard is deficient. A caregiver was hitting children with a hand.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
95717,La Petite Academy,5007 TREASCHWIG RD  SPRING TX- 77373 7556,3/15/17,Based on information obtained during the investigation a caregiver used her hand to spank a child in care.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
367240,Cradles & Crayons Day Care,2230 N ZARAGOZA RD STE 101 EL PASO TX- 79938 7965,3/16/16,A caregiver was observed using inappropriate discipline with a child.,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
263023,Kids Palace Learning Center,1020 ALLEN ST  ROSENBERG TX- 77471 2361,3/16/16,"Based on information obtained during the Investigation, there is sufficient information to indicate that a caregiver grabbed a child by the arms which resulted in bruising to child's arms.",FORT BEND,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1194420,Bright Kids Montessori,2825 VALLEY VIEW LN STE 221 FARMERS BRANCH TX- 75234 4964,3/16/17,One caregiver was observed hitting a child on the bottom and another caregiver hit a child on the arm.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
