activity_type,self_report,activity_date,activity_id,operation_number,operation_id,operation_type,operation_name,location_address,mailing_address,county,type_of_issuance,issuance_date,conditions_on_permit,accepts_child_care_subsidies,total_capacity,licensed_to_serve_ages,corrective_action,adverse_action,temporarily_closed,programmatic_services,treatment_services,deficiency_high,deficiency_medium_high,deficiency_medium,deficiency_medium_low,deficiency_low,total_inspections,total_assessments,total_reports,total_self_reports,location_address_geo,related_violation,injury_detail
REPORT,Y,2016-04-08,428433464,1542415,1149177,Licensed Center,Faith & Family Early Learning Center,4232 BOONVILLE RD  BRYAN TX- 77802 3674,4232 BOONVILLE RD  BRYAN TX- 77802 3674,BRAZOS,Full Permit,02/04/2015,NO,Y,115,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,4,3,1,0,9,0,2,3,"4232 BOONVILLE RD BRYAN TX- 77802 3674
(30.663704, -96.306292)",,3i
REPORT,N,2016-03-29,428433462,1542415,1149177,Licensed Center,Faith & Family Early Learning Center,4232 BOONVILLE RD  BRYAN TX- 77802 3674,4232 BOONVILLE RD  BRYAN TX- 77802 3674,BRAZOS,Full Permit,02/04/2015,NO,Y,115,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,4,3,1,0,9,0,2,3,"4232 BOONVILLE RD BRYAN TX- 77802 3674
(30.663704, -96.306292)",2r,4m
REPORT,Y,2016-04-04,428433463,1542415,1149177,Licensed Center,Faith & Family Early Learning Center,4232 BOONVILLE RD  BRYAN TX- 77802 3674,4232 BOONVILLE RD  BRYAN TX- 77802 3674,BRAZOS,Full Permit,02/04/2015,NO,Y,115,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,4,3,1,0,9,0,2,3,"4232 BOONVILLE RD BRYAN TX- 77802 3674
(30.663704, -96.306292)",,4m
INSPECTION,,2016-04-18,428386181,1542415,1149177,Licensed Center,Faith & Family Early Learning Center,4232 BOONVILLE RD  BRYAN TX- 77802 3674,4232 BOONVILLE RD  BRYAN TX- 77802 3674,BRAZOS,Full Permit,02/04/2015,NO,Y,115,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,4,3,1,0,9,0,2,3,"4232 BOONVILLE RD BRYAN TX- 77802 3674
(30.663704, -96.306292)",,4m
REPORT,Y,2016-04-07,428428421,1195026,721728,Licensed Center,YMCA Chandler Oaks Elementary,3800 STONE OAK DR  ROUND ROCK TX- 78681 1148,3800 STONE OAK DR  ROUND ROCK TX- 78681 1148,WILLIAMSON,Full Permit,07/19/2011,NO,Y,125,"Pre-Kindergarten,School",NO,NO,NO,,,5,3,3,0,0,8,0,1,3,"3800 STONE OAK DR ROUND ROCK TX- 78681 1148
(30.556166, -97.733536)",2r,4m
REPORT,Y,2016-05-15,428428422,1195026,721728,Licensed Center,YMCA Chandler Oaks Elementary,3800 STONE OAK DR  ROUND ROCK TX- 78681 1148,3800 STONE OAK DR  ROUND ROCK TX- 78681 1148,WILLIAMSON,Full Permit,07/19/2011,NO,Y,125,"Pre-Kindergarten,School",NO,NO,NO,,,5,3,3,0,0,8,0,1,3,"3800 STONE OAK DR ROUND ROCK TX- 78681 1148
(30.556166, -97.733536)",2r,4m
REPORT,N,2017-07-12,428435120,1574416,1187963,Licensed Center,Christian Life Center Day Care #2,806 RUSSELL PALMER RD STE B KINGWOOD TX- 77339 1619,806 RUSSELL PALMER RD STE B KINGWOOD TX- 77339 1619,MONTGOMERY,Full Permit,01/13/2016,NO,Y,34,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,5,3,0,0,9,0,2,0,"806 RUSSELL PALMER RD STE B KINGWOOD TX- 77339 1619
",2r,4m
REPORT,N,2017-01-18,428414542,247857- 765,108010,Licensed Center,"Country Home Learning Center #5, LTD",11909 TOEPPERWEIN RD  LIVE OAK TX- 78233 3148,11909 TOEPPERWEIN RD  LIVE OAK TX- 78233 3148,BEXAR,Full Permit,01/26/1990,NO,Y,465,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,2,1,0,0,15,0,8,4,"11909 TOEPPERWEIN RD LIVE OAK TX- 78233 3148
(29.547295, -98.342913)",2r,5h
REPORT,Y,2016-01-14,428427045,1022106,508928,Licensed Center,Kids R Fun No. 3,8003 MIDCROWN DR  SAN ANTONIO TX- 78218 2335,PO BOX 33697  SAN ANTONIO TX- 78265 3697,BEXAR,Full Permit,01/22/2010,NO,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,6,1,0,0,15,0,7,4,"8003 MIDCROWN DR SAN ANTONIO TX- 78218 2335
(29.507405, -98.381086)",4s,4m
REPORT,Y,2017-07-13,428415470,414678- 1030,125484,Licensed Center,San Angelo YMCA Crockett Branch,2104 JOHNSON AVE  SAN ANGELO TX- 76904 5439,353 S RANDOLPH ST  SAN ANGELO TX- 76903 6427,TOM GREEN,Full Permit,12/11/1992,NO,Y,100,School,NO,NO,NO,,,4,2,0,0,0,9,0,0,3,"2104 JOHNSON AVE SAN ANGELO TX- 76904 5439
(33.810817, -117.221729)",,7s
REPORT,N,2016-11-18,428412605,117172- 747,96189,Licensed Center,KinderCare Learning Center,7224 KINGSWOOD DR  FORT WORTH TX- 76133 6612,7224 KINGSWOOD DR  FORT WORTH TX- 76133 6612,TARRANT,Full Permit,02/11/1987,NO,Y,100,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,3,3,0,0,9,0,3,0,"7224 KINGSWOOD DR FORT WORTH TX- 76133 6612
",4s,6m
REPORT,N,2017-07-27,428419993,827102,224442,Licensed Center,Kiddie Village Academy,11959 BISSONNET ST  HOUSTON TX- 77099 1425,11959 BISSONNET ST  HOUSTON TX- 77099 1425,HARRIS,Full Permit,05/08/2003,YES,Y,67,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,19,15,33,3,3,10,0,1,0,"11959 BISSONNET ST HOUSTON TX- 77099 1425
(29.675274, -95.589515)",2r,4m
REPORT,N,2017-04-24,428417686,541887,159866,Licensed Center,Wagners Day Care,328 LORRAINE DR  WACO TX- 76707 3833,328 LORRAINE DR  WACO TX- 76707 3833,MCLENNAN,Full Permit,09/24/1999,NO,Y,25,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,7,5,0,0,11,0,1,0,"328 LORRAINE DR WACO TX- 76707 3833
(39.031539, -75.505671)",4s,9i
REPORT,N,2017-04-24,428417686,541887,159866,Licensed Center,Wagners Day Care,328 LORRAINE DR  WACO TX- 76707 3833,328 LORRAINE DR  WACO TX- 76707 3833,MCLENNAN,Full Permit,09/24/1999,NO,Y,25,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,7,5,0,0,11,0,1,0,"328 LORRAINE DR WACO TX- 76707 3833
(39.031539, -75.505671)",2r,9i
REPORT,N,2016-04-29,428428314,1181706,705668,Licensed Center,Compass Childrens Academy,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,TARRANT,Full Permit,06/30/2011,NO,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,2,0,0,11,0,4,2,"10332 WESTPOINT BLVD FORT WORTH TX- 76108 4081
",2r,4m
INSPECTION,,2016-09-14,428344042,815880,203360,Licensed Center,A New World Christian L C #1,1912 19TH ST  LUBBOCK TX- 79401 4604,1912 19TH ST  LUBBOCK TX- 79401 4604,LUBBOCK,Full Permit,04/01/2002,YES,Y,64,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,15,11,1,1,18,1,5,3,"1912 19TH ST LUBBOCK TX- 79401 4604
(35.031145, -97.957385)",2r,4m
REPORT,Y,2016-08-08,428419320,815880,203360,Licensed Center,A New World Christian L C #1,1912 19TH ST  LUBBOCK TX- 79401 4604,1912 19TH ST  LUBBOCK TX- 79401 4604,LUBBOCK,Full Permit,04/01/2002,YES,Y,64,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,15,11,1,1,18,1,5,3,"1912 19TH ST LUBBOCK TX- 79401 4604
(35.031145, -97.957385)",2r,2a
REPORT,Y,2016-08-08,428419320,815880,203360,Licensed Center,A New World Christian L C #1,1912 19TH ST  LUBBOCK TX- 79401 4604,1912 19TH ST  LUBBOCK TX- 79401 4604,LUBBOCK,Full Permit,04/01/2002,YES,Y,64,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,15,11,1,1,18,1,5,3,"1912 19TH ST LUBBOCK TX- 79401 4604
(35.031145, -97.957385)",2r,4m
REPORT,N,2017-05-19,428412794,135797,96886,Licensed Center,First Presbyterian Preschool,430 S CARANCAHUA ST  CORPUS CHRISTI TX- 78401 3436,430 S CARANCAHUA ST  CORPUS CHRISTI TX- 78401 3436,NUECES,Full Permit,12/31/1986,NO,Y,80,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,4,3,0,2,8,0,2,0,"430 S CARANCAHUA ST CORPUS CHRISTI TX- 78401 3436
(27.788, -97.397518)",2r,4m
INSPECTION,,2017-06-05,428360897,894691,353586,Licensed Center,Katy GT Academy,21020 HIGHLAND KNOLLS DR  KATY TX- 77450 1561,23311 ANGEL GATE CT  KATY TX- 77494 7566,HARRIS,Full Permit,10/28/2008,NO,N,119,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,22,28,7,1,3,15,0,2,0,"21020 HIGHLAND KNOLLS DR KATY TX- 77450 1561
(29.75964, -95.733051)",2r,4m
REPORT,N,2017-06-01,428425261,894691,353586,Licensed Center,Katy GT Academy,21020 HIGHLAND KNOLLS DR  KATY TX- 77450 1561,23311 ANGEL GATE CT  KATY TX- 77494 7566,HARRIS,Full Permit,10/28/2008,NO,N,119,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,22,28,7,1,3,15,0,2,0,"21020 HIGHLAND KNOLLS DR KATY TX- 77450 1561
(29.75964, -95.733051)",2r,4m
REPORT,N,2017-06-01,428425261,894691,353586,Licensed Center,Katy GT Academy,21020 HIGHLAND KNOLLS DR  KATY TX- 77450 1561,23311 ANGEL GATE CT  KATY TX- 77494 7566,HARRIS,Full Permit,10/28/2008,NO,N,119,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,22,28,7,1,3,15,0,2,0,"21020 HIGHLAND KNOLLS DR KATY TX- 77450 1561
(29.75964, -95.733051)",1f,4m
REPORT,N,2017-06-01,428425261,894691,353586,Licensed Center,Katy GT Academy,21020 HIGHLAND KNOLLS DR  KATY TX- 77450 1561,23311 ANGEL GATE CT  KATY TX- 77494 7566,HARRIS,Full Permit,10/28/2008,NO,N,119,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,22,28,7,1,3,15,0,2,0,"21020 HIGHLAND KNOLLS DR KATY TX- 77450 1561
(29.75964, -95.733051)",2r,6m
REPORT,N,2017-06-01,428425261,894691,353586,Licensed Center,Katy GT Academy,21020 HIGHLAND KNOLLS DR  KATY TX- 77450 1561,23311 ANGEL GATE CT  KATY TX- 77494 7566,HARRIS,Full Permit,10/28/2008,NO,N,119,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,22,28,7,1,3,15,0,2,0,"21020 HIGHLAND KNOLLS DR KATY TX- 77450 1561
(29.75964, -95.733051)",1f,6m
REPORT,N,2017-04-26,428425260,894691,353586,Licensed Center,Katy GT Academy,21020 HIGHLAND KNOLLS DR  KATY TX- 77450 1561,23311 ANGEL GATE CT  KATY TX- 77494 7566,HARRIS,Full Permit,10/28/2008,NO,N,119,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,22,28,7,1,3,15,0,2,0,"21020 HIGHLAND KNOLLS DR KATY TX- 77450 1561
(29.75964, -95.733051)",2r,4m
REPORT,Y,2016-06-02,428421811,846833- 2222,267052,Licensed Center,Blackshear Early Childhood Center,2223 BROWN ST  SAN ANGELO TX- 76903 3711,2223 BROWN ST  SAN ANGELO TX- 76903 3711,TOM GREEN,Full Permit,02/25/2005,NO,N,163,"Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,5,0,1,4,"2223 BROWN ST SAN ANGELO TX- 76903 3711
(31.707081, -98.995949)",2r,4m
REPORT,N,2017-07-19,428437704,1645102,1267672,Licensed Center,Kiddie Academy of Aliana,11107 BINION LANE  RICHMOND TX- 77407,11107 BINION LANE  RICHMOND TX- 77407,FORT BEND,Full Permit,06/23/2017,YES,N,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,3,0,0,10,0,3,1,"11107 BINION LANE RICHMOND TX- 77407
(29.654052, -95.694297)",,3i
INSPECTION,,2017-07-24,428368553,1135166,646588,Licensed Center,Wee Care Youth & Recreation Center,1670 N HAMPTON RD STE 115&116 DESOTO TX- 75115 8302,1670 N HAMPTON RD STE 115 DESOTO TX- 75115 8624,DALLAS,Full Permit,11/29/2010,NO,Y,51,"Pre-Kindergarten,School",NO,NO,NO,,,22,12,10,3,1,16,0,4,0,"1670 N HAMPTON RD STE 115&amp;116 DESOTO TX- 75115 8302
",2r,4m
REPORT,N,2017-03-31,428432971,1532901,1134994,Licensed Center,The Razcalz Fun Care,1722 TEXAS AVE  SAN ANTONIO TX- 78201 5855,1409 BANDERA RD  SAN ANTONIO TX- 78228 4004,BEXAR,Full Permit,03/26/2015,NO,Y,43,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,16,11,0,2,15,0,4,1,"1722 TEXAS AVE SAN ANTONIO TX- 78201 5855
(40.365687, -79.860638)",,2a
REPORT,Y,2016-06-15,428425893,921186,385029,Licensed Center,King's Kids Learning Center,303 GENEVIEVE DR  SAN ANTONIO TX- 78214 2930,303 GENEVIEVE DR  SAN ANTONIO TX- 78214 2930,BEXAR,Full Permit,07/29/2009,NO,Y,82,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,3,1,2,8,0,2,4,"303 GENEVIEVE DR SAN ANTONIO TX- 78214 2930
(30.18231, -92.065024)",,3i
REPORT,N,2016-08-16,428425894,921186,385029,Licensed Center,King's Kids Learning Center,303 GENEVIEVE DR  SAN ANTONIO TX- 78214 2930,303 GENEVIEVE DR  SAN ANTONIO TX- 78214 2930,BEXAR,Full Permit,07/29/2009,NO,Y,82,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,3,1,2,8,0,2,4,"303 GENEVIEVE DR SAN ANTONIO TX- 78214 2930
(30.18231, -92.065024)",2r,4m
REPORT,Y,2017-08-15,428415315,406884,120064,Licensed Center,Currey Learning Center,21300 16 HWY N  MEDINA TX- 78055 3808,21300 HWY 16 N  MEDINA TX- 78055 3820,BANDERA,Full Permit,01/27/1994,NO,N,100,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,1,0,8,0,0,3,"21300 16 HWY N MEDINA TX- 78055 3808
",2r,5h
REPORT,Y,2016-10-27,428429836,1377146,942828,Licensed Center,Kids Montessori Academy,7919 GRAND MISSION BLVD  RICHMOND TX- 77407 5407,7919 GRAND MISSION BLVD  RICHMOND TX- 77407 5407,FORT BEND,Full Permit,03/22/2012,YES,Y,125,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,9,6,0,0,3,0,0,1,"7919 GRAND MISSION BLVD RICHMOND TX- 77407 5407
(29.690868, -95.716472)",2r,6m
REPORT,Y,2016-08-24,428415442,412346- 747,123719,Licensed Center,Kinder Care Learning Center,106 MEADOW PKWY  LEAGUE CITY TX- 77573 4346,106 MEADOW PKWY  LEAGUE CITY TX- 77573 4346,GALVESTON,Full Permit,06/05/1992,NO,N,140,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,0,1,0,0,5,0,0,1,"106 MEADOW PKWY LEAGUE CITY TX- 77573 4346
(29.524733, -95.054463)",2r,3i
REPORT,N,2017-06-30,428431984,1516985,1113749,Licensed Center,Club Rewind Summer Camp at Sampson Elementary,16002 COLES CROSSING DR  CYPRESS TX- 77429 6981,22602 NORTHWEST FWY STE 1 CYPRESS TX- 77429 5055,HARRIS,Full Permit,11/21/2013,YES,N,250,School,NO,NO,NO,,,6,4,4,0,1,5,0,2,1,"16002 COLES CROSSING DR CYPRESS TX- 77429 6981
(29.971763, -95.661797)",,4m
REPORT,N,2016-06-13,428427966,1128327,638388,Licensed Center,The Children's Garden Childcare and Development Center,2219 N TEXAS BLVD  WESLACO TX- 78599 4041,2219 N TEXAS BLVD  WESLACO TX- 78599 4041,HIDALGO,Full Permit,06/02/2010,NO,Y,93,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,10,7,0,2,10,0,2,1,"2219 N TEXAS BLVD WESLACO TX- 78599 4041
(26.182483, -97.991163)",2r,4m
REPORT,Y,2017-01-16,428436945,1628187,1247696,Licensed Center,Xplor-Georgetown-Austin,3310 WILLIAMS DR  GEORGETOWN TX- 78628 2830,3310 WILLIAMS DR  GEORGETOWN TX- 78628 2830,WILLIAMSON,Full Permit,10/12/2016,NO,N,236,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,3,2,0,0,7,0,0,2,"3310 WILLIAMS DR GEORGETOWN TX- 78628 2830
(35.259702, -114.140499)",2r,4m
REPORT,N,2016-01-30,428414356,240637,105862,Licensed Center,Dominion Preparatory School CDC,1023 PINEMONT DR  HOUSTON TX- 77018 1405,1023 PINEMONT DR  HOUSTON TX- 77018 1405,HARRIS,Full Permit,12/14/1988,NO,N,136,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,7,18,1,2,10,0,5,0,"1023 PINEMONT DR HOUSTON TX- 77018 1405
(30.668547, -88.180154)",2r,4m
REPORT,N,2016-04-06,428432226,1521091,1118781,Licensed Center,Country Rascals,217 N NIX ST  KINGSVILLE TX- 78363,217 N NIX ST  KINGSVILLE TX- 78363,KLEBERG,Full Permit,01/29/2014,NO,N,34,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,8,0,1,0,6,0,1,1,"217 N NIX ST KINGSVILLE TX- 78363
(27.423227, -97.853908)",2r,4m
REPORT,Y,2017-08-11,428436310,1617616,1234718,Licensed Center,Children's Learning Adventure Child Care,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,HARRIS,Full Permit,06/14/2016,YES,N,617,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,5,1,0,0,7,0,1,2,"8901 SPRING CYPRESS RD SPRING TX- 77379 3138
",2r,2a
REPORT,Y,2017-08-11,428436310,1617616,1234718,Licensed Center,Children's Learning Adventure Child Care,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,HARRIS,Full Permit,06/14/2016,YES,N,617,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,5,1,0,0,7,0,1,2,"8901 SPRING CYPRESS RD SPRING TX- 77379 3138
",1f,2a
REPORT,Y,2017-08-11,428436310,1617616,1234718,Licensed Center,Children's Learning Adventure Child Care,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,HARRIS,Full Permit,06/14/2016,YES,N,617,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,5,1,0,0,7,0,1,2,"8901 SPRING CYPRESS RD SPRING TX- 77379 3138
",2r,4m
REPORT,Y,2017-08-11,428436310,1617616,1234718,Licensed Center,Children's Learning Adventure Child Care,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,8901 SPRING CYPRESS RD  SPRING TX- 77379 3138,HARRIS,Full Permit,06/14/2016,YES,N,617,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,5,1,0,0,7,0,1,2,"8901 SPRING CYPRESS RD SPRING TX- 77379 3138
",1f,4m
REPORT,N,2017-02-23,428433617,1544226,1151595,Licensed Center,Learning Experience,4501 S RIDGE RD  MCKINNEY TX- 75070 3802,4501 S RIDGE RD  MCKINNEY TX- 75070 3802,COLLIN,Full Permit,02/02/2015,NO,N,188,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,4,4,1,1,7,0,1,2,"4501 S RIDGE RD MCKINNEY TX- 75070 3802
(41.288512, -82.95924)",2r,4m
REPORT,Y,2016-12-05,428420954,839319,250833,Licensed Center,Jacksons Playland,2515 PEABODY AVE  DALLAS TX- 75215 2937,2515 PEABODY AVE  DALLAS TX- 75215 2937,DALLAS,Full Permit,07/15/2004,NO,Y,36,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,7,5,0,0,16,0,2,1,"2515 PEABODY AVE DALLAS TX- 75215 2937
(32.76689, -96.76907)",2r,4m
REPORT,N,2016-02-03,428420952,839319,250833,Licensed Center,Jacksons Playland,2515 PEABODY AVE  DALLAS TX- 75215 2937,2515 PEABODY AVE  DALLAS TX- 75215 2937,DALLAS,Full Permit,07/15/2004,NO,Y,36,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,7,5,0,0,16,0,2,1,"2515 PEABODY AVE DALLAS TX- 75215 2937
(32.76689, -96.76907)",2r,4m
REPORT,N,2017-03-06,428424504,874677,318137,Licensed Center,Miles Ahead Child Care Development Center,3301 E RANCIER AVE STE 111B KILLEEN TX- 76543 7811,PO BOX 2314  HARKER HEIGHTS TX- 76548 0314,BELL,Full Permit,03/26/2008,NO,Y,144,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,9,4,0,0,19,0,4,1,"3301 E RANCIER AVE STE 111B KILLEEN TX- 76543 7811
",2r,4m
REPORT,N,2016-10-03,428422594,852556,279315,Licensed Center,Adventure Kids Playcare,621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237,621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237,TARRANT,Full Permit,01/30/2006,NO,N,90,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,13,6,0,0,14,1,3,1,"621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237
",2r,4m
REPORT,Y,2017-07-10,428422596,852556,279315,Licensed Center,Adventure Kids Playcare,621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237,621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237,TARRANT,Full Permit,01/30/2006,NO,N,90,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,13,6,0,0,14,1,3,1,"621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237
",4s,4m
REPORT,Y,2017-08-07,428420454,832309,235039,Licensed Center,Wesley Community Center,4015 MACARTHUR ST  CORPUS CHRISTI TX- 78416 1907,PO BOX 586  ROBSTOWN TX- 78380 0586,NUECES,Full Permit,10/01/2003,NO,Y,100,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,6,1,0,0,10,0,3,2,"4015 MACARTHUR ST CORPUS CHRISTI TX- 78416 1907
(27.757825, -97.428096)",,7s
INSPECTION,,2016-03-31,428390756,1565237,1179058,Licensed Center,The Learning Experience,24414 MIRANDOLA LN  RICHMOND TX- 77406,24414 MIRANDOLA LN  RICHMOND TX- 77406,FORT BEND,Full Permit,11/03/2015,YES,N,210,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,22,13,0,1,15,0,4,2,"24414 MIRANDOLA LN RICHMOND TX- 77406
(29.688616, -95.798862)",2r,4m
REPORT,N,2017-06-29,428424372,871757,314262,Licensed Center,Little Feet & Learning Day Care Center,1001 BRISTOL RD STE A LAREDO TX- 78045 8536,1001 BRISTOL RD STE A LAREDO TX- 78045 8536,WEBB,Full Permit,11/19/2007,NO,Y,116,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,30,63,44,3,5,23,2,1,2,"1001 BRISTOL RD STE A LAREDO TX- 78045 8536
",1f,4m
REPORT,N,2016-01-25,428423000,856220- 747,287098,Licensed Center,KinderCare Learning Centers,9131 FOREST LN  DALLAS TX- 75243 4201,9131 FOREST LN  DALLAS TX- 75243 4201,DALLAS,Full Permit,01/23/2006,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,6,3,0,3,16,1,7,2,"9131 FOREST LN DALLAS TX- 75243 4201
(32.909224, -96.745169)",4s,9i
REPORT,Y,2016-04-14,428421604,845744- 5052,264714,Licensed Center,Avance E Head Start Child Development Ctr at Kelly USA,807 BUCKNER BLDG 1635 SAN ANTONIO TX- 78226 2011,807 BUCKNER BLDG 1635 SAN ANTONIO TX- 78226 2011,BEXAR,Full Permit,03/21/2005,NO,N,60,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,1,1,1,1,0,3,0,0,1,"807 BUCKNER BLDG 1635 SAN ANTONIO TX- 78226 2011
",2r,4m
REPORT,Y,2016-05-04,428428357,1191466,717408,Licensed Center,Wonderland Montessori Academy,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,DENTON,Full Permit,02/23/2011,NO,N,208,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,7,2,0,0,19,0,2,6,"3701 AUBURN DR FLOWER MOUND TX- 75022 2970
(33.036684, -97.088281)",2r,3i
REPORT,Y,2017-01-12,428428360,1191466,717408,Licensed Center,Wonderland Montessori Academy,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,DENTON,Full Permit,02/23/2011,NO,N,208,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,7,2,0,0,19,0,2,6,"3701 AUBURN DR FLOWER MOUND TX- 75022 2970
(33.036684, -97.088281)",4s,4m
REPORT,Y,2017-01-12,428428360,1191466,717408,Licensed Center,Wonderland Montessori Academy,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,DENTON,Full Permit,02/23/2011,NO,N,208,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,7,2,0,0,19,0,2,6,"3701 AUBURN DR FLOWER MOUND TX- 75022 2970
(33.036684, -97.088281)",1f,4m
REPORT,N,2017-06-05,428429804,1366547,930340,Licensed Center,Super Kids Academy,9925 N HOUSTON ROSSLYN RD  HOUSTON TX- 77088 2133,9925 N HOUSTON ROSSLYN RD  HOUSTON TX- 77088 2133,HARRIS,Full Permit,10/05/2012,YES,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,6,5,0,0,9,0,4,1,"9925 N HOUSTON ROSSLYN RD HOUSTON TX- 77088 2133
(29.886234, -95.49456)",2r,6m
REPORT,N,2016-12-16,428427940,1115486,622308,Licensed Center,Cedar Ridge Child Development,1700 CEDAR RUN  ENNIS TX- 75119 6249,PO BOX 1135  ENNIS TX- 75120 1135,ELLIS,Full Permit,09/09/2010,NO,N,175,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,9,1,0,1,11,0,2,2,"1700 CEDAR RUN ENNIS TX- 75119 6249
(44.571499, -86.206857)",2r,4m
REPORT,N,2017-02-15,428432484,1524412,1123451,Licensed Center,Kids R Kids #7 of the Woodlands,320 VALLEY WOOD DR  SPRING TX- 77380 3511,320 VALLEY WOOD DR  SPRING TX- 77380 3511,MONTGOMERY,Full Permit,09/18/2014,YES,Y,250,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,12,5,0,0,11,0,6,0,"320 VALLEY WOOD DR SPRING TX- 77380 3511
",2r,4m
