NARRATIVE,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,OPERATION_ID
"This standard was evaluated with regards to a received report and found to be deficient. Information gathered indicated : A caregiver did not use good judgment when taking children for a walk outdoors. Equipment was used inappropriately which could have possibly caused an injury. Also, caregiver allowed child to hold onto equipment which made child trip. Child was too young to know to hold onto or too small in stature to keep up the pace that caregiver was walking.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",03/07/2016 12:00:00 AM,03/22/2016 12:00:00 AM,1009168
"A caregiver demonstrated a lack of good judgment when carrying an infant across the operation while inside a bouncy seat. The bouncy seat was dropped when the caregiver lost control of it and the infant hit their head on the ground. The injury required medical attention.    The person in charge of the operation at the time the incident occurred demonstrated a lack of competency as the in charge caregiver, as demonstrated by failing to contact the director regarding an incident for an hour after the incident occurred and did not notify anyone else at the operation of the incident before leaving the operation. This resulted in a delay of the parental notification time and the injury required medical attention.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",03/31/2017 12:00:00 AM,04/04/2017 12:00:00 AM,921568
"This standard was evaluated with regard to an investigation.  It was determined that a caregiver did not use good judgment regarding the way she lifted a child as they played togther, causing an injury.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",06/27/2016 12:00:00 AM,07/13/2016 12:00:00 AM,298260
"Based on information gathered, employees/caregivers did not use good judgement by allowing and making no efforts to redirect children running on concrete during outside playtime in the front of the building. As a result, a child fell causing a substantial injury. Good judgement was also not used in performing assigned responsibilities as it relates to notifications to parents.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",07/18/2017 12:00:00 AM,09/12/2017 12:00:00 AM,299908
"A caregiver used poor judgment in forcing a child to wake from sleeping on a cot. The caregiver attempted to lift the child from the cot, but based on interviews, it was undetermined if the child pulled away and fell to the floor or if the caregiver removed the child too roughly from the cot. The child had some small bruises on his arms and a scratch and a bruise on the back of the ear, but it was undetermined if the bruises were caused from regular play or the incident. Two children interviewed stated that the child fell directly on their face, but no bruises were observed on the face. One child stated that the child fell on their back, but there were no signs of injury that were consistent with falling on the back. Based on inconsistent child statements and no other witnesses, it could not be determined that anything other than poor judgment occurred. Video was not available.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",07/05/2017 12:00:00 AM,07/19/2017 12:00:00 AM,1243115
"Based on interviews conducted with operation staff and the parent of the injured child, it was determined the operation did not use good judgment when deciding to examine a child in the classroom, rather than waiting for medical professionals and the child?s parent.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",06/27/2017 12:00:00 AM,07/06/2017 12:00:00 AM,1228260
A caregiver failed to demonstrate good judgment when she failed to report the seriousness of any injury to the person in charge.    The person in charge failed to demonstrate good judgment when she sought advise of another employee before calling 911 for a child that had what appeared to be a serious injury.,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",09/01/2017 12:00:00 AM,09/19/2017 12:00:00 AM,235039
"Based on interviews with staff and a parent, it was determined that this standard was deficient. A caregiver did not show competency while placing a child down on a mat face first when the child had a pacifier in his mouth. The result was the child received a minor injury.","746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",10/13/2015 12:00:00 AM,10/20/2015 12:00:00 AM,317020
Operation staff did not demonstrate good judgment when they allowed an injured child to be transported to another facility without following all procedures to ensure the child received appropriate care in a timely manner. A child remained in care with a fractured forearm for approximately four hours.,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",09/09/2016 12:00:00 AM,09/26/2016 12:00:00 AM,1126412
During the investigation it was determined that a caregiver held on to a child's hand while the child was pulling away.  The child sustained an injury to the elbow as a result of the caregiver not letting go and the child pulling towards the opposite direction.,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",05/26/2016 12:00:00 AM,06/10/2016 12:00:00 AM,126489
A caregiver lacked self-control and good judgment when working with two different children on the same day of care.  The caregiver admitted to taking hold of a child  of a child's arms that was running and jumping in the classroom.  The caregiver also  pulled a acting out towards other children from a slide on the playground.  There were no known injuries to the children.,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",12/28/2015 12:00:00 AM,12/30/2015 12:00:00 AM,113446
A caregiver did not demonstrate judgement as she did not ensure that a child that she was transporting was securely restrained in their safety seat after the child's parent placed the child in the transportation vehicle.  A caregiver did not demonstrate good judgment as she did not relay to the director details of an incident that placed children at great risk for injury during transportation.,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",07/14/2017 12:00:00 AM,07/31/2017 12:00:00 AM,856968
Information obtained during the investigation revealed that a caregiver and the operation did not use proper procedures when viewing a possible injury to a child.,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",01/13/2017 12:00:00 AM,01/30/2017 12:00:00 AM,315671
