OPERATION_NAME,LOCATION_ADDRESS,COUNTY,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE
A Garden For Children Child Dev. Center,840 NORTH BLVD  UNIVERSAL CITY TX- 78148 3911,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/23/2017 12:00:00 AM,"It was determined that a crying child was placed in a dark storage room for punishment, with limited supervision. The door was not closed as there was no door, but the child was left in the room alone.",NO,Licensed Center
Garza's Childcare and Development Center,104 E ROBERTS AVE  DONNA TX- 78537 2529,HIDALGO,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,10/18/2016 12:00:00 AM,"Based on the information gathered during the course of the investigation, it was determined that a child was being hit with hand and/or instrument by a day care employee while in care at the operation.",YES,Licensed Center
Children's Education Center,4000 N SUGAR RD  PHARR TX- 78577 7656,HIDALGO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",12/07/2017 12:00:00 AM,"Based on the information gathered during this investigation, it was determined that inappropriate discipline was used when a caregiver hit a child and profane language was used to discipline children.",YES,Licensed Center
Children's Learning Adventure Child Care,5320 HIGHWAY 6  MISSOURI CITY TX- 77459 4699,FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/21/2016 12:00:00 AM,Based on the information obtained a caregiver hit a child on the arm with hand as a form of punishment.,YES,Licensed Center
West Parkway Day Care and Learning Center,824 T M WEST PKWY  WEST TX- 76691 2578,MCLENNAN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,05/26/2016 12:00:00 AM,It was found in the course of the investigation that children were spanked by a caregivers hand.,YES,Licensed Center
Kids R Kids of West Allen,1223 N ALMA DR  ALLEN TX- 75013 4695,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",02/03/2017 12:00:00 AM,"Based on information obtained, a child was inappropriately disciplined.",NO,Licensed Center
CHILDREN OF LIGHT,588 AMBLER AVE  ABILENE TX- 79601 2510,TAYLOR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",09/06/2017 12:00:00 AM,The operation utilized harsh punishment with the children in care.,YES,Licensed Center
Childcare Network #197,717 W STEPHENS ST  ARLINGTON TX- 76017 5810,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/22/2017 12:00:00 AM,Out of six children interviewed all six stated a caregiver has either grabbed them or they have witnessed a caregiver grabbing a child by the arm as a form of discipline.,YES,Licensed Center
Pinnacle Kids' Academy II,15706 CLASSEN RD  SAN ANTONIO TX- 78247,BEXAR,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",07/28/2016 12:00:00 AM,"Through information received during the investigation inspection, it was determined that children were being placed in a bathroom with the door being closed on multiple occasions as a form of time-out/punishment.  This occurred a few months ago, and has been corrected and is no longer happening.",NO,Licensed Center
Cinco Ranch Montessori,2530 S PEEK RD  KATY TX- 77450 7111,FORT BEND,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",10/28/2016 12:00:00 AM,Information gathered supports the allegation of a caregiver inappropriately disciplining a child when a child's wrist was bent back towards the forearm by the caregiver.,YES,Licensed Center
First Step Learning Center,335 S HAMPTON RD  DESOTO TX- 75115 5745,DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",12/14/2016 12:00:00 AM,"Through the course of the investigation, there is enough evidence that a caregiver pinched a child as a form of discipline.",YES,Licensed Center
Play Palace,4814 1/2 ANDERSON RD  HOUSTON TX- 77053 2202,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,06/22/2016 12:00:00 AM,"Based on the information and observation obtained, it determined caregiver inappropriately disciplined a child in care.",YES,Licensed Center
Learning Central LLC,126 W EL PASEO DR  RIO GRANDE CITY TX- 78582 4009,STARR,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",10/16/2017 12:00:00 AM,Base on the information gathered during the investigation it was determine a caregiver reacted inappropriately by biting a child on the arm.,NO,Licensed Center
Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/10/2017 12:00:00 AM,It was determined after the investigation that  two children made an outcry that they were spanked by their caregiver with a hand on their bottoms.,NO,Licensed Center
Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/18/2016 12:00:00 AM,The caregiver used a  physical control position to maintain the child's behavior.,NO,Licensed Center
Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/18/2016 12:00:00 AM,The caregiver was used a physical control position to help control a child's behavior.,NO,Licensed Center
Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/18/2016 12:00:00 AM,The caregiver was using a plastic stick to spank the children in care.,NO,Licensed Center
US Champions Martial Arts and Fitness,119 W PEARCE ST  BAYTOWN TX- 77520 7741,HARRIS,"744.2105 - Prohibited Punishments - No Harsh, Cruel or Unusual",06/16/2016 12:00:00 AM,"The operation staff forces the children to do work outs as a form of punishment. The children have to do squats, push ups, jump n jacks and other workout related methods when they are in trouble. This standard is being recited since the operation is still doing workouts for a form of punishment.",NO,Licensed Center
US Champions Martial Arts and Fitness,119 W PEARCE ST  BAYTOWN TX- 77520 7741,HARRIS,"744.2105 - Prohibited Punishments - No Harsh, Cruel or Unusual",05/16/2016 12:00:00 AM,When I entered the operation there was a child doing push ups and other work out movements because she got in trouble on the transportation bus. The operation staff has been using work out methods for discipline for all the children in the operation.,YES,Licensed Center
Childcare Network #259,4636 S HWY 360  GRAND PRAIRIE TX- 75052 4558,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",12/08/2017 12:00:00 AM,There were two incidents of inappropriate discipline. One caregiver held a child by the face to get the child's attention. No injuries were noted. A second teacher physically retained a child by holding his arms above his head. This was done as an act of discipline and so other children could hit the child.,NO,Licensed Center
New Kids on the Block Learning Center  No. 2,623 S WW WHITE RD  SAN ANTONIO TX- 78220 1732,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,10/26/2017 12:00:00 AM,Based on information obtained during investigation it was determined caregivers are hitting children with the hands as a form of discipline.,YES,Licensed Center
Magical Moments Daycare Center,4328 WILBARGER ST  FORT WORTH TX- 76119 4043,TARRANT,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",07/27/2017 12:00:00 AM,This standard was evaluated as the result of a report that was called in and was found to be deficient.    A caregiver pinched a child.  The caregiver was terminated and is no longer at the operation.,NO,Licensed Center
Summit Christian Learning Center,2575 MARSHALL RD  SAN ANTONIO TX- 78259 1608,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/28/2017 12:00:00 AM,"Based on the statements received, I have determined the caregiver used her hand to hit the toddler on the top of the hand to prevent the child from grabbing diapering supplies. The child did not cry and the hit did not cause markings on the skin.     The citation has been corrected by management once they were made aware of the incident. Management intervened and took the necessary steps for the operation staff to meet compliance regarding appropriate discipline and guidance.",YES,Licensed Center
Summit Christian Learning Center,2575 MARSHALL RD  SAN ANTONIO TX- 78259 1608,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",02/03/2016 12:00:00 AM,"Based on the information gathered during the investigation, a caregiver was seen redirecting children in a wrong manner.  There were no marks ever seen or reported by anyone.  An investigation was immediately conducted by the center.  The caregiver is no longer working at the center.",NO,Licensed Center
Kindercare Learning Center 1434,1300 E FRANKFORD RD  CARROLLTON TX- 75007 5297,DENTON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,04/04/2017 12:00:00 AM,The caregiver stated she used her hand to spank a child at the center.,NO,Licensed Center
Hills Children Nursery Incorporated,5480 W CARDINAL DR  BEAUMONT TX- 77705 2636,JEFFERSON,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",05/05/2017 12:00:00 AM,A caregiver placed children in a dark closet in the classroom for a short period of time as a means of discipline. The children were under the impression that a monster was in the closet.,NO,Licensed Center
Hills Children Nursery Incorporated,5480 W CARDINAL DR  BEAUMONT TX- 77705 2636,JEFFERSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/27/2017 12:00:00 AM,"Information received supports a van driver is using an instrument such as a paint stick or ruler, to discipline and get the children's attention during transportation by touching the children on their heads, hands and legs.",YES,Licensed Center
The Palace Academy/Childrens Palace,1014 N 9TH ST  MIDLOTHIAN TX- 76065 2302,ELLIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/02/2016 12:00:00 AM,This standard was reviewed due to an investigation and was found to be deficient. Children were being disciplined inappropriately.,YES,Licensed Center
Faith & Family Early Learning Center,4232 BOONVILLE RD  BRYAN TX- 77802 3674,BRAZOS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/18/2016 12:00:00 AM,"During the investigation it was determined that a caregiver used inappropriate discipline by aggressively grabbing a child by the arm resulting to marks and bruises.    Caregiver was taken out of ratio, placed on administrative leave and later terminated.",YES,Licensed Center
Sugar and Spice Childrens Academy,311 E COURT ST  SEGUIN TX- 78155 5707,GUADALUPE,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,05/04/2016 12:00:00 AM,Based on the information gathered the caregiver in the school age classroom hit the children on the back of head with her hand as a form of discipline.  The caregiver grabbed the children's by the shirt collar and by the arms.,YES,Licensed Center
Early Learning Center,10851 SCARSDALE BLVD STE 700 HOUSTON TX- 77089 5742,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/15/2017 12:00:00 AM,The results of this investigation revealed that an inappropriate discipline method was in use.,YES,Licensed Center
Montessori at Bowser,300 S BOWSER RD  RICHARDSON TX- 75081 4401,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,07/28/2017 12:00:00 AM,"Based on information gathered, a child in care was hit with a hand by a caregiver.",NO,Licensed Center
Westover Hills Learning Center,9340 WESTOVER HILLS BLVD  SAN ANTONIO TX- 78251 2703,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/03/2017 12:00:00 AM,"A caregiver in the Young 4s classroom, picked up a child by the arms and moved the child on a different spot roughly. Also, the caregiver picked up another child by arm forcefully and took the child to another classroom.",YES,Licensed Center
Wiz Kids Daycare & Academy,8200 N MAIN ST  BAYTOWN TX- 77521 9506,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",09/29/2017 12:00:00 AM,A caregiver was witnessed by other caregivers giving inappropriate discipline to infants in care. The caregiver was observed on video throwing an object at child.,NO,Licensed Center
Redeemer's Christian Academy,13406 BEECHNUT ST  HOUSTON TX- 77083 6053,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,02/25/2016 12:00:00 AM,Based on the information obtained a previous employee hit a child on the neck with hand as a form of punishment.,YES,Licensed Center
Redeemer's Christian Academy,13406 BEECHNUT ST  HOUSTON TX- 77083 6053,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,07/22/2016 12:00:00 AM,Inappropriate discipline was used when a child was hit on the ear by a staff member.,YES,Licensed Center
Peas in a Pod Childcare,201 E MAIN ST  NEW BOSTON TX- 75570 2911,BOWIE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/28/2017 12:00:00 AM,This rule was evaluated with regard to an investigation and found to be in violation. A caregiver dragged a child down the hall to the office and pinched the child on their arm for misbehaving.,YES,Licensed Center
Kids Christian Learning Center,6540 CALDER AVE  BEAUMONT TX- 77706 6004,JEFFERSON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",12/24/2016 12:00:00 AM,This standard was evaluated in regards to a report received and compliance was not met. A caregiver pulled a child's hair as a discipline method. Harsh methods of discipline are prohibited in child care. All methods of discipline must be positive and directed toward teaching the child acceptable behavior.,YES,Licensed Center
